epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.5078125,0.6930961683392525,0.000133432,0.5,0.6931697726249695
1,0.49609375,0.693446047604084,0.000266764,0.5,0.6931589841842651
2,0.48046875,0.6931742057204247,0.000400096,0.5,0.693146288394928
3,0.5,0.6933811157941818,0.000533428,0.5,0.6930902600288391
4,0.48046875,0.6933057755231857,0.00066676,0.5,0.6930472254753113
5,0.4765625,0.6932490095496178,0.000800092,0.5,0.6929856538772583
6,0.46484375,0.6941050440073013,0.000933424,0.5,0.6928872466087341
7,0.5078125,0.6925882026553154,0.001066756,0.4642857015132904,0.6926066279411316
8,0.5078125,0.6916757225990295,0.001200088,0.5357142686843872,0.6914517283439636
9,0.59375,0.6853576600551605,0.00133342,0.5714285969734192,0.6913761496543884
10,0.56640625,0.6760604381561279,0.001466752,0.5357142686843872,0.6994084715843201
11,0.59375,0.6662960946559906,0.001600084,0.5,0.7097128629684448
12,0.609375,0.6664171367883682,0.001733416,0.4642857015132904,0.7360399961471558
13,0.609375,0.6683659702539444,0.001866748,0.5714285969734192,0.7096244096755981
14,0.609375,0.652057945728302,0.00200008,0.5357142686843872,0.7344185709953308
15,0.6328125,0.6413106694817543,0.002133412,0.5714285969734192,0.735142707824707
16,0.625,0.6345858722925186,0.002266744,0.5714285969734192,0.7344193458557129
17,0.60546875,0.6453013718128204,0.002400076,0.5714285969734192,0.7258960008621216
18,0.64453125,0.6304335370659828,0.002533408,0.5714285969734192,0.7178801894187927
19,0.65625,0.6338638290762901,0.00266674,0.5357142686843872,0.710260808467865
20,0.66796875,0.6198840215802193,0.002800072,0.5714285969734192,0.7197076678276062
21,0.65234375,0.620050847530365,0.002933404,0.6071428656578064,0.7412605285644531
22,0.671875,0.6147183626890182,0.003066736,0.5714285969734192,0.7393098473548889
23,0.65625,0.6180299669504166,0.003200068,0.5357142686843872,0.6995593905448914
24,0.65625,0.6296559795737267,0.0033334,0.5714285969734192,0.7044711709022522
25,0.65234375,0.6346978582441807,0.003466732,0.6428571343421936,0.6997131705284119
26,0.68359375,0.5988315939903259,0.003600064,0.5357142686843872,0.7134682536125183
27,0.66015625,0.6331700012087822,0.003733396,0.6428571343421936,0.6901496648788452
28,0.6953125,0.5976704210042953,0.003866728,0.5,0.7875590920448303
29,0.6875,0.5841992795467377,0.00400006,0.5714285969734192,0.8186858296394348
30,0.65625,0.5835138857364655,0.004133392,0.6071428656578064,0.8313187956809998
31,0.69921875,0.5802434235811234,0.004266724,0.5714285969734192,0.7674646377563477
32,0.6875,0.6115589179098606,0.004400056,0.6071428656578064,0.7136848568916321
33,0.703125,0.593092791736126,0.004533388,0.5,0.837861180305481
34,0.640625,0.6252238526940346,0.00466672,0.6071428656578064,0.6851068735122681
35,0.66015625,0.6103794127702713,0.004800052,0.5714285969734192,0.7828704118728638
36,0.6796875,0.6011101603507996,0.004933384,0.6428571343421936,0.8337158560752869
37,0.67578125,0.5721441023051739,0.005066716,0.6071428656578064,0.8340715169906616
38,0.70703125,0.5677303746342659,0.005200048,0.6428571343421936,0.8008753657341003
39,0.68359375,0.5713410452008247,0.00533338,0.5,0.8870568871498108
40,0.6796875,0.6078361384570599,0.005466712,0.5357142686843872,0.8142370581626892
41,0.6796875,0.588090568780899,0.005600044,0.5,0.7972323298454285
42,0.65234375,0.640496738255024,0.005733376,0.6071428656578064,0.7272961735725403
