epoch,accuracy,loss,lr,val_accuracy,val_loss
0,0.5173611,0.6935042937596639,0.000200098,0.5072463750839233,0.6927145797273387
1,0.5034722,0.6933090223206414,0.000400096,0.5072463750839233,0.6924222612726516
2,0.46875,0.6948978768454658,0.000600094,0.5072463750839233,0.6915700116019318
3,0.5069444,0.6926204297277663,0.000800092,0.5942028760910034,0.6890651315882586
4,0.5243056,0.6907577514648438,0.00100009,0.5797101259231567,0.6846749765285547
5,0.5520833,0.6899697581926981,0.001200088,0.6086956262588501,0.6704638462135757
6,0.5590278,0.6815096272362603,0.001400086,0.6086956262588501,0.6583295844603276
7,0.5902778,0.6693975064489577,0.001600084,0.6521739363670349,0.64581165711085
8,0.5798611,0.672036435869005,0.001800082,0.5797101259231567,0.6428155544875325
9,0.6180556,0.6503673990567526,0.00200008,0.5942028760910034,0.6471618396648462
10,0.6354167,0.6553577780723572,0.002200078,0.6811594367027283,0.6174961907276209
11,0.5798611,0.6573764748043485,0.002400076,0.5942028760910034,0.6279468389524929
12,0.65625,0.6285405423906114,0.002600074,0.6811594367027283,0.609950986461363
13,0.6701389,0.6271480719248453,0.002800072,0.6666666865348816,0.6408672678297844
14,0.6388889,0.6547014978196886,0.00300007,0.6231883764266968,0.6163320679595505
15,0.5868056,0.6702483163939582,0.003200068,0.6521739363670349,0.6260587564413098
16,0.6284722,0.6308029227786593,0.003400066,0.6666666865348816,0.623821426992831
17,0.6145833,0.6481457021501329,0.003600064,0.6521739363670349,0.5984094808067101
18,0.6319444,0.6460578110482957,0.003800062,0.6521739363670349,0.6183314789896426
19,0.6736111,0.6241591042942471,0.00400006,0.6811594367027283,0.5744145573049352
20,0.6736111,0.5986983378728231,0.004200058,0.7101449370384216,0.5618581884149192
21,0.6666667,0.6114409897062514,0.004400056,0.6811594367027283,0.5847823174967282
22,0.6458333,0.6269074910216861,0.004600054,0.695652186870575,0.5833740087522976
23,0.625,0.6234695845180087,0.004800052,0.695652186870575,0.5593062742896702
24,0.6701389,0.6087789336840311,0.00500005,0.739130437374115,0.54115190324576
25,0.6493056,0.6273760596911112,0.005200048,0.7101449370384216,0.5787119442138119
26,0.6527778,0.6210706101523505,0.005400046,0.695652186870575,0.6129121188668237
27,0.6736111,0.6127842598491244,0.005600044,0.6376811861991882,0.5905136526494786
28,0.6631944,0.5973395042949252,0.005800042,0.7246376872062683,0.5622740664343903
29,0.6840278,0.6025518178939819,0.00600004,0.7681159377098083,0.5499762374421825
30,0.6666667,0.62689608335495,0.006200038,0.695652186870575,0.5770970427471659
31,0.6631944,0.6088000602192349,0.006400036,0.7681159377098083,0.5476708282595095
32,0.6979167,0.5935505761040581,0.006600034,0.6086956262588501,0.5867290604805601
33,0.6666667,0.5993451674779257,0.006800032,0.7246376872062683,0.588681892208431
34,0.6805556,0.5903045799997118,0.00700003,0.7536231875419617,0.5701930911644645
35,0.6493056,0.6237092283036973,0.007200028,0.7101449370384216,0.6302356037540712
36,0.625,0.6230648027526008,0.007400026,0.6666666865348816,0.5788144184195477
37,0.6979167,0.5925087167157067,0.007600024,0.6811594367027283,0.5585028563720592
38,0.7013889,0.6000515090094672,0.007800022,0.7246376872062683,0.5705558765625608
39,0.6875,0.5835796031686995,0.00800002,0.7536231875419617,0.5648921348046565
40,0.6736111,0.6136860251426697,0.008200018,0.7681159377098083,0.5582340523816537
41,0.6805556,0.6105241709285312,0.008400016,0.7101449370384216,0.5521591547606648
42,0.6840278,0.6123020847638448,0.008600014,0.782608687877655,0.561150212218796
43,0.6805556,0.5948434604538811,0.008800012,0.6666666865348816,0.599288144837255
44,0.6944444,0.6134965121746063,0.00900001,0.6521739363670349,0.6214246948560079
45,0.6354167,0.6616472999254862,0.009200008,0.5652173757553101,0.6638407741767772
46,0.5486111,0.7502628498607211,0.009400006,0.5507246255874634,0.6867140548816626
47,0.5694444,87.10420834355884,0.009600004,0.49275362491607666,115.89116325931272
48,0.45833334,691.5544543796116,0.009800002,0.5072463750839233,3907.3864993772645
49,0.5520833,744.6784568362766,0.01,0.5072463750839233,21.06182244895161
50,0.5243056,7.8467380735609265,0.009800002,0.5652173757553101,1.2198478864586872
51,0.5381944,1.791855149798923,0.009600004,0.695652186870575,0.8645801388699076
52,0.5277778,1.1889233390490215,0.009400006,0.6231883764266968,0.8204422904097516
53,0.5243056,1.065794673230913,0.009200008,0.695652186870575,0.6346934627795565
54,0.5451389,0.9825893706745572,0.00900001,0.6811594367027283,0.6394849385040394
55,0.5694444,0.8695083856582642,0.008800012,0.6376811861991882,0.6504998975905819
56,0.6111111,0.7970703774028354,0.008600014,0.7101449370384216,0.5995409505954687
57,0.5625,0.8463367488649156,0.008400016,0.739130437374115,0.5769861435544663
58,0.6076389,0.753470672501458,0.008200018,0.6666666865348816,0.6265398583550384
59,0.6215278,0.7661602828237746,0.00800002,0.695652186870575,0.6144758506097655
60,0.5555556,0.8518660002284579,0.007800022,0.7101449370384216,0.595769626074943
61,0.6006944,0.7316088543997871,0.007600024,0.6086956262588501,0.7279708912407142
62,0.5659722,0.7886052264107598,0.007400026,0.6666666865348816,0.5778629537941753
63,0.5694444,0.7639997866418626,0.007200028,0.6666666865348816,0.6067111984543179
64,0.6076389,0.7447986867692735,0.00700003,0.6521739363670349,0.6184453921041627
65,0.6631944,0.6865938636991713,0.006800032,0.7246376872062683,0.5634791635084844
66,0.6423611,0.6842609445254008,0.006600034,0.695652186870575,0.5711619111074917
67,0.5729167,0.7487890654140048,0.006400036,0.6811594367027283,0.595633448034093
68,0.6597222,0.6588475306828817,0.006200038,0.695652186870575,0.5901178968125496
69,0.6180556,0.7226270238558451,0.00600004,0.6811594367027283,0.6115982489309449
70,0.6354167,0.7044022679328918,0.005800042,0.6811594367027283,0.616736486338187
71,0.6666667,0.6757931510607401,0.005600044,0.7101449370384216,0.5862645506858826
72,0.625,0.6797175208727518,0.005400046,0.6376811861991882,0.6679126888081648
73,0.5972222,0.7092012034522163,0.005200048,0.7101449370384216,0.577478151390518
74,0.6354167,0.6771851579348246,0.00500005,0.6811594367027283,0.6174991424532904
75,0.6145833,0.6832171347406175,0.004800052,0.6811594367027283,0.5898287339486937
76,0.6284722,0.7000629040930006,0.004600054,0.6521739363670349,0.6055741901846899
77,0.6180556,0.6954785254266527,0.004400056,0.6376811861991882,0.6464322408040365
78,0.6284722,0.7371713386641608,0.004200058,0.695652186870575,0.5840573924175207
79,0.6701389,0.6341831485430399,0.00400006,0.6811594367027283,0.568051498869191
80,0.6770833,0.6447242233488295,0.003800062,0.7246376872062683,0.5758199596750564
81,0.6284722,0.629952867825826,0.003600064,0.7246376872062683,0.5762734525445579
82,0.6493056,0.6560145947668288,0.003400066,0.7101449370384216,0.5667007457518923
83,0.6909722,0.6188785798019834,0.003200068,0.7246376872062683,0.585876508899357
84,0.6527778,0.6607096857494779,0.00300007,0.7101449370384216,0.5899483112321384
85,0.7152778,0.622631354464425,0.002800072,0.7246376872062683,0.5676071108251378
86,0.6597222,0.6250247922208574,0.002600074,0.695652186870575,0.571276857369188
87,0.6423611,0.632420559724172,0.002400076,0.7246376872062683,0.5603467424710592
88,0.6840278,0.6351804865731133,0.002200078,0.7101449370384216,0.5579467757024626
89,0.6458333,0.6376382807890574,0.00200008,0.7246376872062683,0.5697001132412233
90,0.65625,0.6538902189996507,0.001800082,0.695652186870575,0.5678102525248043
91,0.6770833,0.6079535153177049,0.001600084,0.7246376872062683,0.5659135312273882
92,0.65625,0.6021958722008599,0.001400086,0.7246376872062683,0.557299314201742
93,0.6944444,0.5939752956231436,0.001200088,0.7246376872062683,0.5628808654736781
94,0.6701389,0.6273029777738783,0.00100009,0.7101449370384216,0.551761301531308
95,0.6388889,0.6291789876090156,0.000800092,0.7101449370384216,0.5473698092543561
96,0.7118056,0.572747634516822,0.000600094,0.695652186870575,0.5484407215878584
97,0.6840278,0.6082856953144073,0.000400096,0.7101449370384216,0.5486099853895713
98,0.7291667,0.5450916588306427,0.000200098,0.7101449370384216,0.5484789601270703
99,0.6944444,0.6019282009866502,1e-07,0.7246376872062683,0.5488924116328142
100,0.6840278,0.6342605749766032,0.000200098,0.7246376872062683,0.5490982368372489
101,0.6666667,0.608000808291965,0.000400096,0.7246376872062683,0.54933919682019
102,0.6770833,0.6458208229806688,0.000600094,0.7246376872062683,0.54753922034001
103,0.65625,0.583754665321774,0.000800092,0.7246376872062683,0.5473562591317771
104,0.6909722,0.6009585228231218,0.00100009,0.7246376872062683,0.5457046178803928
105,0.71875,0.5745806958940294,0.001200088,0.7246376872062683,0.5507604764855426
106,0.6805556,0.6162113282415602,0.001400086,0.7101449370384216,0.5538028279940287
107,0.6875,0.5902012752162086,0.001600084,0.7101449370384216,0.5514948929565541
108,0.6631944,0.6341453989346822,0.001800082,0.7246376872062683,0.5549166556717693
109,0.6979167,0.5917386909325918,0.00200008,0.7101449370384216,0.5502071458360424
110,0.6840278,0.6311384704377916,0.002200078,0.7101449370384216,0.5550799499387327
111,0.6666667,0.6227541830804613,0.002400076,0.7536231875419617,0.5513433157533839
112,0.6631944,0.6245546572738223,0.002600074,0.739130437374115,0.57572499608648
113,0.6840278,0.5887912412484487,0.002800072,0.7101449370384216,0.5506310700506404
114,0.6840278,0.5924717121654086,0.00300007,0.7101449370384216,0.5522049894367439
115,0.6631944,0.6169976227813296,0.003200068,0.7101449370384216,0.554231552110202
116,0.65625,0.6328021420372857,0.003400066,0.739130437374115,0.5326586054719012
117,0.6875,0.5966933866341909,0.003600064,0.739130437374115,0.5588109786959662
118,0.71875,0.5874553057882521,0.003800062,0.7536231875419617,0.5401400725046793
119,0.6840278,0.6542818281385634,0.00400006,0.6666666865348816,0.6135525159213854
120,0.6736111,0.6211073928409152,0.004200058,0.7246376872062683,0.5540864493535913
121,0.7013889,0.5992314219474792,0.004400056,0.6666666865348816,0.6114200586858003
122,0.6319444,0.682471924357944,0.004600054,0.7536231875419617,0.5429731849311055
123,0.7118056,0.5601760480138991,0.004800052,0.7246376872062683,0.5537833614625792
124,0.7048611,0.5726039740774367,0.00500005,0.6666666865348816,0.57685895588087
125,0.7048611,0.5993875298235152,0.005200048,0.6811594367027283,0.5947535962298296
126,0.7013889,0.5959073768721687,0.005400046,0.6811594367027283,0.5974688659543577
127,0.6666667,0.6210402614540524,0.005600044,0.6666666865348816,0.5802568508231122
128,0.7048611,0.5523496402634515,0.005800042,0.7101449370384216,0.5650046614633091
129,0.6944444,0.5675801038742065,0.00600004,0.6811594367027283,0.6435961835626243
130,0.6840278,0.6333020892408159,0.006200038,0.695652186870575,0.6190694734670114
131,0.6840278,0.5908211734559801,0.006400036,0.6376811861991882,0.6028233256892882
132,0.6701389,0.6588714453909132,0.006600034,0.7246376872062683,0.5824709832668304
133,0.7152778,0.5745417045222388,0.006800032,0.6666666865348816,0.5719020418498827
134,0.6979167,0.6003443698088328,0.00700003,0.7536231875419617,0.5354987590209298
135,0.6979167,0.5780809554788802,0.007200028,0.7246376872062683,0.5597846335259037
136,0.7083333,0.5593065983719296,0.007400026,0.739130437374115,0.57542156179746
137,0.7291667,0.5795242091019949,0.007600024,0.7246376872062683,0.5527820137963779
138,0.6875,0.6128794782691531,0.007800022,0.7246376872062683,0.5956971779249717
139,0.6770833,0.5533630483680301,0.00800002,0.695652186870575,0.5782244870628136
140,0.71875,0.5715522434976366,0.008200018,0.6521739363670349,0.6141686793686687
141,0.71875,0.5670369366804758,0.008400016,0.6811594367027283,0.5484685293142346
142,0.7013889,0.580720626645618,0.008600014,0.7101449370384216,0.5489366901093635
143,0.6979167,0.5843976868523492,0.008800012,0.7536231875419617,0.5323924059453218
144,0.7291667,0.5512750546137491,0.00900001,0.6811594367027283,0.6097940906234409
145,0.7152778,0.5514925519625345,0.009200008,0.7101449370384216,0.5615717259006224
146,0.7013889,0.6108333766460419,0.009400006,0.695652186870575,0.5785044042960458
147,0.6979167,0.588699029551612,0.009600004,0.6666666865348816,0.6243677182473998
148,0.7395833,0.5738187465402815,0.009800002,0.739130437374115,0.5523184684739597
149,0.71875,0.5415981743070815,0.01,0.7101449370384216,0.6236100024071293
150,0.6909722,0.6577135788069831,0.009800002,0.6521739363670349,0.6803924631381381
151,0.71875,0.57223622335328,0.009600004,0.6811594367027283,0.5397307509961335
152,0.7465278,0.5174853636158837,0.009400006,0.739130437374115,0.5462839154229648
153,0.7430556,0.5460461212529076,0.009200008,0.7101449370384216,0.5565549377082051
154,0.7430556,0.5367349220646752,0.00900001,0.6521739363670349,0.5811366568440977
155,0.7430556,0.5254202683766683,0.008800012,0.7101449370384216,0.5409695575202721
156,0.75,0.5239835911326938,0.008600014,0.7536231875419617,0.5453300860480986
157,0.7569444,0.5468010538154178,0.008400016,0.7101449370384216,0.5382440055626027
158,0.7465278,0.5168710615899827,0.008200018,0.7246376872062683,0.5460354642591615
159,0.7291667,0.5550173603826098,0.00800002,0.739130437374115,0.5314175046008566
160,0.7152778,0.5526336034138998,0.007800022,0.7246376872062683,0.5839306219764377
161,0.7256944,0.544453438785341,0.007600024,0.6666666865348816,0.5466534383055093
162,0.7465278,0.5288158820735084,0.007400026,0.782608687877655,0.5580342938934547
163,0.7465278,0.5201268626583947,0.007200028,0.7101449370384216,0.5609674496927123
164,0.7395833,0.5349598129590353,0.00700003,0.695652186870575,0.5465718602788621
165,0.78125,0.4880649944146474,0.006800032,0.7101449370384216,0.5544481121975443
166,0.7395833,0.5408794217639499,0.006600034,0.7101449370384216,0.5622559569884038
167,0.7708333,0.4546342061625587,0.006400036,0.6521739363670349,0.5892965577650762
168,0.7430556,0.4953846004274156,0.006200038,0.7101449370384216,0.559348097745923
169,0.7673611,0.47899296548631454,0.00600004,0.7246376872062683,0.5614935919858407
170,0.7361111,0.4869693186548021,0.005800042,0.739130437374115,0.5595918271852576
171,0.7986111,0.44797507259580827,0.005600044,0.695652186870575,0.5747087304142938
172,0.7777778,0.5265122287803226,0.005400046,0.6666666865348816,0.5954157649606898
173,0.7638889,0.4885953466097514,0.005200048,0.7536231875419617,0.5507247443648352
174,0.7534722,0.540438840786616,0.00500005,0.782608687877655,0.523384725270064
175,0.8055556,0.4652184512880113,0.004800052,0.739130437374115,0.533514728580696
176,0.7708333,0.44620171189308167,0.004600054,0.7101449370384216,0.5568824410438538
177,0.75,0.48343943887286717,0.004400056,0.739130437374115,0.5261297035908353
178,0.7847222,0.46134888463550144,0.004200058,0.6666666865348816,0.5836556622947472
179,0.7708333,0.5016559163729349,0.00400006,0.739130437374115,0.5434083498042562
180,0.7951389,0.4482872717910343,0.003800062,0.782608687877655,0.5310536009677942
181,0.8020833,0.4599170419904921,0.003600064,0.7536231875419617,0.5400879469470702
182,0.7777778,0.457457572221756,0.003400066,0.7536231875419617,0.5156684608563132
183,0.78125,0.4835747745301988,0.003200068,0.7101449370384216,0.5149265199467756
184,0.7569444,0.48077529337671066,0.00300007,0.7246376872062683,0.5262464837751527
185,0.7604167,0.49833233820067513,0.002800072,0.7246376872062683,0.5352613666783208
186,0.7569444,0.5316975282298194,0.002600074,0.739130437374115,0.5191075007120768
187,0.7604167,0.48111756642659503,0.002400076,0.7536231875419617,0.519193198369897
188,0.7986111,0.42453795505894554,0.002200078,0.7246376872062683,0.5555724285650945
189,0.78125,0.468325396378835,0.00200008,0.6811594367027283,0.5501169406849405
190,0.8020833,0.42676090531879,0.001800082,0.739130437374115,0.5375223237535228
191,0.7430556,0.5021563072999319,0.001600084,0.7246376872062683,0.5269113960473434
192,0.8159722,0.4447735945383708,0.001400086,0.7246376872062683,0.52065124200738
193,0.75,0.49141356017854476,0.001200088,0.7246376872062683,0.5130506106044935
194,0.7743056,0.4682966338263618,0.00100009,0.739130437374115,0.522898370804994
195,0.8020833,0.42886309491263497,0.000800092,0.7681159377098083,0.5214616552643154
196,0.7986111,0.4181021981769138,0.000600094,0.739130437374115,0.5199403849200926
197,0.8194444,0.420596397585339,0.000400096,0.7246376872062683,0.517343268878218
198,0.7916667,0.4703713324334886,0.000200098,0.739130437374115,0.5174958731817163
199,0.8506944,0.37916074527634513,1e-07,0.739130437374115,0.5167866634285968
